Final_Approximation,H_L1,H_L2,H_L3
nan,-6.000000000000005329e-03,-3.094999999999998863e-01,nan
nan,8.200000000000001732e-02,3.119999999999976126e-01,nan
nan,2.399999999999999911e-01,-2.775000000000016342e-01,nan
nan,1.990000000000000657e-01,3.200000000000002842e-02,nan
nan,3.699999999999992184e-02,1.765000000000007674e-01,nan
nan,-2.100000000000012967e-02,-9.299999999999997158e-02,nan
nan,1.100000000000012079e-02,-1.089999999999999858e-01,nan
nan,-1.000000000000000888e-02,9.769999999999985363e-01,nan
nan,4.300000000000014921e-02,2.925000000000004263e-01,nan
nan,2.200000000000001954e-02,-3.755000000000006111e-01,nan
nan,0.000000000000000000e+00,-1.204999999999998295e-01,nan
nan,-1.169999999999999929e-01,-2.044999999999994600e-01,nan
nan,-1.800000000000001599e-02,-9.290000000000002700e-01,nan
nan,-1.209999999999999964e-01,3.749999999999786837e-02,nan
nan,-2.700000000000013500e-02,2.739999999999991331e-01,nan
nan,-1.390000000000000124e-01,4.945000000000003837e-01,nan
nan,-4.300000000000003819e-02,-5.499999999999616307e-03,nan
nan,5.600000000000004974e-02,2.780000000000004690e-01,nan
nan,1.699999999999990408e-02,-1.209999999999986642e-01,nan
nan,-8.200000000000007283e-02,-7.745000000000015206e-01,nan
nan,2.700000000000002398e-02,-2.475000000000004974e-01,nan
nan,9.399999999999997247e-02,1.060999999999998167e+00,nan
nan,-1.100000000000000977e-02,3.384999999999998010e-01,nan
nan,-2.579999999999999516e-01,1.955000000000008953e-01,nan
nan,-1.839999999999999969e-01,1.327499999999998792e+00,nan
nan,6.910000000000000586e-01,2.730000000000032401e-01,nan
nan,1.760000000000001563e-01,1.490499999999997272e+00,nan
nan,5.069999999999998952e-01,2.817000000000003723e+00,nan
nan,9.200000000000008171e-02,-1.484000000000001762e+00,nan
nan,-1.330000000000000071e-01,7.700000000000173372e-02,nan
nan,-3.070000000000001616e-01,-5.539999999999984936e-01,nan
nan,-3.220000000000000639e-01,-1.786500000000003752e+00,nan
nan,-5.600000000000004974e-02,-8.899999999999863576e-02,nan
nan,1.669999999999998153e-01,6.960000000000015064e-01,nan
nan,4.019999999999999130e-01,-2.309999999999980957e-01,nan
nan,5.569999999999999396e-01,-5.375000000000014211e-01,nan
nan,9.100000000000019185e-02,-4.235000000000006537e-01,nan
nan,6.700000000000017053e-02,7.250000000000156319e-02,nan
nan,-1.829999999999998295e-01,-4.594999999999984652e-01,nan
nan,2.580000000000000071e-01,-4.034999999999993037e-01,nan
nan,5.170000000000003482e-01,-1.365000000000016200e-01,nan
nan,-2.569999999999996732e-01,-1.724999999999994316e-01,nan
nan,-3.140000000000000568e-01,8.735000000000034959e-01,nan
nan,-2.150000000000003020e-01,-9.134999999999990905e-01,nan
nan,-1.819999999999999396e-01,1.749999999999989342e-01,nan
nan,-4.999999999999982236e-02,5.694999999999978968e-01,nan
nan,2.479999999999997762e-01,-1.140000000000007674e-01,nan
nan,3.850000000000002309e-01,-7.319999999999993179e-01,nan
nan,6.139999999999998792e-01,3.760000000000012221e-01,nan
nan,5.260000000000006892e-01,1.009999999999990905e-01,nan
nan,2.770000000000001350e-01,3.419999999999987494e-01,nan
nan,6.099999999999994316e-01,-2.870000000000025864e-01,nan
nan,-4.239999999999994884e-01,-4.999999999999005240e-03,nan
nan,-1.390000000000002345e-01,-1.095000000000005969e-01,nan
nan,8.399999999999963052e-02,-6.369999999999969020e-01,nan
nan,3.140000000000000568e-01,-4.545000000000012363e-01,nan
nan,1.509999999999998010e-01,-6.330000000000008953e-01,nan
nan,-1.150000000000002132e-01,-2.355000000000018190e-01,nan
nan,3.289999999999997371e-01,-3.555000000000010374e-01,nan
nan,1.003000000000000114e+00,2.399999999999913314e-02,nan
nan,5.589999999999992752e-01,1.620000000000025864e-01,nan
nan,-3.550000000000004263e-01,6.599999999999983658e-01,nan
nan,-8.870000000000004547e-01,9.779999999999997584e-01,nan
nan,-4.800000000000004263e-02,2.655000000000029559e-01,nan
nan,-6.539999999999999147e-01,-3.535000000000003695e-01,nan
nan,-1.754999999999999893e+00,-7.984999999999988773e-01,nan
nan,-5.920000000000000817e-01,-8.139999999999982805e-01,nan
nan,2.205000000000000071e+00,-1.334999999999997300e-01,nan
nan,-1.829999999999998295e-01,-3.729999999999993321e-01,nan
nan,4.719999999999995310e-01,-1.244999999999993889e-01,nan
nan,-1.319999999999996732e-01,-3.124999999999982236e-01,nan
nan,3.309999999999995168e-01,-5.360000000000013642e-01,nan
nan,-5.280000000000004690e-01,-3.140000000000000568e-01,nan
nan,-6.239999999999996660e-01,-2.699999999999995737e-01,nan
nan,-4.559999999999995168e-01,-3.514999999999997016e-01,nan
nan,1.089999999999999858e-01,-7.499999999999396039e-03,nan
nan,6.469999999999993534e-01,-3.925000000000000711e-01,nan
nan,2.700000000000004619e-01,5.869999999999997442e-01,nan
nan,3.300000000000000711e-01,-6.000000000000227374e-03,nan
nan,6.980000000000003979e-01,6.064999999999995950e-01,nan
nan,-2.039999999999988489e-01,6.800000000000014921e-01,nan
nan,-3.280000000000002913e-01,1.024999999999991473e-01,nan
nan,-3.890000000000002345e-01,5.985000000000013642e-01,nan
nan,-1.849999999999996092e-01,-7.950000000000123634e-02,nan
nan,-5.999999999999960920e-02,-8.684999999999991616e-01,nan
nan,-1.400000000000023448e-02,2.789999999999999147e-01,nan
nan,5.460000000000002629e-01,-3.634999999999983800e-01,nan
nan,5.950000000000006395e-01,0.000000000000000000e+00,nan
nan,5.090000000000003411e-01,-7.115000000000009095e-01,nan
nan,5.980000000000007532e-01,-9.079999999999994742e-01,nan
nan,1.000000000001222134e-03,1.824999999999992184e-01,nan
nan,-4.570000000000007390e-01,-1.014999999999997016e-01,nan
nan,-5.099999999999997868e-01,-1.882999999999999119e+00,nan
nan,-1.989999999999998437e-01,-7.385000000000001563e-01,nan
nan,1.799999999999997158e-01,-6.109999999999999876e-01,nan
nan,1.180000000000003268e-01,1.050000000000000377e-01,nan
nan,4.900000000000126477e-02,2.064999999999999059e-01,nan
nan,-5.409999999999985931e-01,1.688000000000000167e+00,nan
nan,-4.860000000000006537e-01,1.778000000000000469e+00,nan
nan,-4.119999999999999218e-01,1.129999999999999005e+00,nan
nan,1.610000000000004761e-01,-2.524999999999995026e-01,nan
nan,3.769999999999997797e-01,-2.209999999999983089e-01,nan
nan,9.799999999999897682e-02,-2.444999999999986073e-01,nan
nan,1.299999999999990052e-02,-1.795000000000008811e-01,nan
nan,-3.100000000000058265e-02,-2.840000000000006963e-01,nan
nan,-2.770000000000001350e-01,-1.725000000000003197e-01,nan
nan,-1.759999999999992681e-01,-6.349999999999944578e-02,nan
nan,-8.099999999999951683e-02,-6.250000000000000000e-02,nan
nan,9.999999999994457767e-04,-3.210000000000006182e-01,nan
nan,-3.290000000000006253e-01,-2.884999999999999787e-01,nan
nan,-2.769999999999992468e-01,-3.365000000000000213e-01,nan
nan,-4.000000000000003553e-01,-3.989999999999991331e-01,nan
nan,-3.399999999999998579e-01,9.124999999999996447e-01,nan
nan,-3.450000000000001954e-01,5.749999999999921840e-02,nan
nan,-2.219999999999999751e-01,6.299999999999972289e-02,nan
nan,-1.129999999999999893e-01,-3.140000000000000568e-01,nan
nan,-1.570000000000000284e-01,-3.500000000000014211e-02,nan
nan,-5.750000000000001776e-01,1.949999999999985079e-02,nan
nan,-1.730000000000000426e-01,3.500000000000014211e-02,nan
nan,1.330000000000000071e-01,9.719999999999995310e-01,nan
nan,-6.899999999999995026e-02,3.844999999999991758e-01,nan
nan,2.399999999999999911e-01,1.242499999999999716e+00,nan
nan,2.930000000000001492e-01,3.120000000000011653e-01,nan
nan,3.839999999999998970e-01,5.184999999999995168e-01,nan
nan,4.950000000000001066e-01,6.159999999999996589e-01,nan
nan,5.519999999999996021e-01,3.504999999999984794e-01,nan
nan,3.189999999999999503e-01,-3.629999999999995453e-01,nan
nan,4.159999999999994813e-01,-6.535000000000010800e-01,nan
nan,3.380000000000000782e-01,-1.760000000000019327e-01,nan
nan,1.189999999999997726e-01,-2.675000000000000711e-01,nan
nan,-1.539999999999999147e-01,8.950000000000102318e-02,nan
nan,-2.389999999999998792e-01,1.213499999999999801e+00,nan
nan,7.300000000000039790e-02,8.050000000000068212e-02,nan
nan,8.260000000000005116e-01,-6.899999999999977263e-01,nan
nan,6.460000000000007958e-01,6.839999999999992752e-01,nan
nan,1.150000000000002132e-01,7.235000000000013642e-01,nan
nan,3.230000000000003979e-01,6.370000000000022311e-01,nan
nan,-3.420000000000005258e-01,-7.300000000000039790e-02,nan
nan,1.120000000000000995e-01,-2.309999999999980957e-01,nan
nan,1.699999999999945999e-02,-1.520000000000010232e-01,nan
nan,4.689999999999994174e-01,1.764999999999989910e-01,nan
nan,7.500000000000106581e-02,-1.564999999999994174e-01,nan
nan,-5.700000000000038369e-02,-1.875000000000017764e-01,nan
nan,-1.999999999999957367e-02,-2.880000000000002558e-01,nan
nan,2.709999999999990195e-01,-3.035000000000014353e-01,nan
nan,1.520000000000010232e-01,-1.635000000000008669e-01,nan
nan,-1.259999999999994458e-01,-7.799999999999940314e-02,nan
nan,1.790000000000002700e-01,-9.999999999999786837e-02,nan
nan,2.949999999999999289e-01,-5.949999999999810996e-02,nan
nan,-2.309999999999998721e-01,4.800000000000004263e-02,nan
nan,-1.289999999999995595e-01,-2.399999999999913314e-02,nan
nan,8.099999999999951683e-02,-6.944999999999996732e-01,nan
nan,-2.899999999999991473e-02,-3.719999999999998863e-01,nan
nan,-1.489999999999991331e-01,1.709999999999993747e-01,nan
nan,3.599999999999958789e-02,1.242499999999999716e+00,nan
nan,2.199999999999846523e-02,1.627500000000001279e+00,nan
nan,-1.399999999999934630e-02,-7.829999999999994742e-01,nan
nan,6.799999999999961631e-02,-6.730000000000018190e-01,nan
nan,8.799999999999918998e-02,3.309999999999995168e-01,nan
nan,-2.300000000000004263e-01,4.320000000000021600e-01,nan
nan,-2.900000000000009237e-01,5.084999999999979536e-01,nan
nan,-1.170000000000008811e-01,2.234999999999995879e-01,nan
nan,-2.890000000000014779e-01,4.100000000000001421e-01,nan
nan,-1.500000000000003553e-01,1.254999999999988347e-01,nan
nan,-1.390000000000011227e-01,-1.624999999999996447e-01,nan
nan,-6.099999999999994316e-02,-3.149999999999995026e-01,nan
nan,-2.240000000000001990e-01,3.149999999999941735e-02,nan
nan,-7.599999999999873523e-02,-2.500000000000035527e-02,nan
nan,-2.899999999999991473e-02,1.310000000000002274e-01,nan
nan,-1.115000000000000213e+00,-1.068500000000000227e+00,nan
nan,-1.113999999999999879e+00,-4.529999999999994031e-01,nan
nan,-7.210000000000000853e-01,-4.740000000000001990e-01,nan
nan,1.119999999999992113e-01,1.094000000000001194e+00,nan
nan,7.549999999999998934e-01,-1.594999999999995310e-01,nan
nan,2.869999999999999218e-01,9.004999999999991900e-01,nan
nan,-2.439999999999997726e-01,-6.149999999999877787e-02,nan
nan,2.530000000000001137e-01,-4.589999999999978542e-01,nan
nan,-1.890000000000000568e-01,-9.574999999999995737e-01,nan
nan,-1.330000000000000071e-01,3.076999999999999957e+00,nan
nan,-3.159999999999998366e-01,-2.560499999999997556e+00,nan
nan,-9.600000000000008527e-02,7.100000000000008527e-01,nan
nan,-9.000000000000341061e-03,-1.128000000000000114e+00,nan
nan,2.820000000000000284e-01,-8.944999999999989626e-01,nan
nan,2.380000000000004334e-01,-3.389999999999995239e-01,nan
nan,-1.000000000000333955e-03,3.370000000000006324e-01,nan
nan,-1.500000000000003553e-01,4.385000000000012221e-01,nan
nan,-2.419999999999999929e-01,1.209999999999986642e-01,nan
nan,-1.900000000000012790e-02,-8.565000000000004832e-01,nan
nan,-1.740000000000003766e-01,-4.100000000000036948e-02,nan
nan,-1.790000000000002700e-01,2.155000000000004690e-01,nan
nan,0.000000000000000000e+00,6.859999999999999432e-01,nan
nan,1.950000000000002842e-01,7.905000000000015348e-01,nan
nan,-1.410000000000000142e-01,9.700000000000130740e-02,nan
nan,-2.000000000000001776e-01,-5.599999999999916156e-02,nan
nan,-3.669999999999995488e-01,-1.579999999999994742e-01,nan
nan,-9.399999999999986144e-02,1.350000000000051159e-02,nan
nan,-1.000000000000333955e-03,-4.804999999999992610e-01,nan
nan,1.179999999999998828e-01,-6.914999999999995595e-01,nan
nan,5.200000000000004619e-02,-3.945000000000007390e-01,nan
nan,-4.300000000000014921e-02,-5.819999999999998508e-01,nan
nan,-6.000000000000227374e-03,-2.009999999999996234e-01,nan
nan,-8.599999999999985434e-02,-2.789999999999999147e-01,nan
nan,-1.399999999999979039e-02,-9.250000000000024869e-02,nan
nan,1.549999999999998046e-01,6.399999999999961275e-02,nan
nan,-6.699999999999972644e-02,3.345000000000002416e-01,nan
nan,-3.669999999999999929e-01,-1.224999999999996092e-01,nan
nan,-7.759999999999998010e-01,-3.179999999999996163e-01,nan
nan,-4.300000000000000488e-01,-3.124999999999991118e-01,nan
nan,-1.399999999999999856e-01,-5.719999999999996199e-01,nan
nan,3.529999999999999805e-01,-9.050000000000002487e-02,nan
nan,1.199999999999999956e-01,5.235000000000002984e-01,nan
nan,1.449999999999999067e-01,1.834999999999995524e-01,nan
nan,-2.049999999999999600e-01,-1.000000000000333955e-03,nan
nan,-7.600000000000006750e-02,2.065000000000010161e-01,nan
nan,1.859999999999999432e-01,-4.599999999999937472e-02,nan
nan,-3.700000000000003286e-02,4.000000000000447642e-03,nan
nan,-1.239999999999999991e-01,8.464999999999998082e-01,nan
nan,3.200000000000002842e-02,-1.794999999999991047e-01,nan
nan,-1.100000000000000977e-02,6.050000000000022027e-02,nan
nan,1.250000000000000000e-01,-1.109999999999997655e-01,nan
nan,1.500000000000001332e-01,1.600000000000001421e-01,nan
nan,2.500000000000000000e-01,6.199999999999938893e-02,nan
nan,4.459999999999997300e-01,1.650000000000000355e-01,nan
nan,3.019999999999996021e-01,-3.685000000000000497e-01,nan
nan,3.429999999999999716e-01,-1.160000000000005471e-01,nan
nan,5.700000000000038369e-02,-9.999999999999964473e-02,nan
nan,-5.499999999999971578e-02,-3.149999999999941735e-02,nan
nan,-1.830000000000002736e-01,7.749999999999968026e-02,nan
nan,8.699999999999974420e-02,2.259999999999999787e-01,nan
nan,3.299999999999991829e-02,-3.235000000000001208e-01,nan
nan,1.169999999999999929e-01,-6.215000000000001634e-01,nan
nan,3.129999999999997229e-01,-5.329999999999994742e-01,nan
nan,1.459999999999999076e-01,-4.499999999999999556e-01,nan
nan,2.290000000000000924e-01,-3.360000000000000764e-01,nan
nan,1.538999999999999702e+00,-1.115000000000000435e-01,nan
nan,7.269999999999985363e-01,4.000000000000003553e-03,nan
nan,4.930000000000003268e-01,5.249999999999999112e-02,nan
nan,-2.370000000000000995e-01,3.274999999999999023e-01,nan
nan,4.400000000000048317e-02,3.295000000000001261e-01,nan
nan,-3.419999999999987494e-01,1.449999999999995737e-02,nan
nan,-2.140000000000004121e-01,6.600000000000005862e-02,nan
nan,-3.189999999999990621e-01,1.330000000000000071e-01,nan
nan,-3.010000000000001563e-01,2.275000000000000355e-01,nan
nan,-6.300000000000061107e-02,3.064999999999997726e-01,nan
nan,-3.540000000000000924e-01,-6.299999999999972289e-02,nan
nan,-2.580000000000000071e-01,-1.930000000000000604e-01,nan
nan,-1.130000000000004334e-01,-1.179999999999998828e-01,nan
nan,-2.030000000000002913e-01,4.400000000000003908e-01,nan
nan,-3.740000000000005542e-01,-3.974999999999995204e-01,nan
nan,-1.890000000000000568e-01,6.099999999999994316e-02,nan
nan,8.000000000000007105e-03,-1.209999999999999964e-01,nan
nan,-2.400000000000002132e-02,4.334999999999999964e-01,nan
nan,1.760000000000001563e-01,4.740000000000001990e-01,nan
nan,-4.999999999999893419e-03,6.239999999999996660e-01,nan
nan,-1.120000000000000995e-01,3.319999999999998508e-01,nan
nan,2.250000000000005329e-01,9.050000000000046896e-02,nan
nan,-2.430000000000003268e-01,-6.400000000000005684e-02,nan
nan,-3.120000000000002771e-01,2.450000000000001066e-01,nan
nan,-1.000000000000005329e-01,2.184999999999988063e-01,nan
nan,4.999999999999982236e-02,-1.121999999999999886e+00,nan
nan,2.450000000000001066e-01,-3.190000000000003944e-01,nan
nan,-4.699999999999970868e-02,-1.659999999999994813e-01,nan
nan,-1.600000000000001421e-02,-7.044999999999999041e-01,nan
nan,-1.739999999999994884e-01,2.785000000000001918e-01,nan
nan,1.879999999999997229e-01,2.235000000000000320e-01,nan
nan,1.250000000000000000e-01,1.335000000000001741e-01,nan
nan,4.300000000000014921e-02,2.765000000000004121e-01,nan
nan,5.400000000000027001e-02,5.584999999999995524e-01,nan
nan,2.220000000000004192e-01,6.230000000000002203e-01,nan
nan,-3.399999999999980815e-02,-7.399999999999984368e-02,nan
nan,8.930000000000006821e-01,1.130000000000013216e-01,nan
nan,-5.590000000000001634e-01,1.925000000000007816e-01,nan
nan,7.030000000000002913e-01,7.899999999999973710e-02,nan
nan,-3.000000000000113687e-03,-4.849999999999976552e-02,nan
nan,2.400000000000090949e-02,4.449999999999931788e-02,nan
nan,-3.399999999999998579e-01,-1.030000000000006466e-01,nan
nan,-4.199999999999981526e-02,-3.230000000000003979e-01,nan
nan,1.041999999999999815e+00,2.599999999999980105e-02,nan
nan,3.719999999999998863e-01,1.125499999999999723e+00,nan
nan,2.479999999999993321e-01,-8.245000000000004547e-01,nan
nan,-6.359999999999992326e-01,8.170000000000001705e-01,nan
nan,-5.439999999999995950e-01,6.070000000000010942e-01,nan
nan,-4.870000000000000995e-01,-2.174999999999993605e-01,nan
nan,-2.110000000000002984e-01,-3.345000000000002416e-01,nan
nan,-1.920000000000001705e-01,4.325000000000009948e-01,nan
nan,-1.710000000000002629e-01,-1.089999999999999858e-01,nan
nan,4.400000000000048317e-02,3.049999999999997158e-01,nan
nan,-6.099999999999994316e-02,1.156499999999999417e+00,nan
nan,2.709999999999999076e-01,5.180000000000006821e-01,nan
nan,-7.000000000000561329e-03,1.639999999999997016e-01,nan
nan,2.960000000000002629e-01,3.564999999999987068e-01,nan
nan,5.299999999999993605e-02,-1.200000000000009948e-01,nan
nan,-3.699999999999992184e-02,2.500000000000000000e-01,nan
nan,-1.939999999999999503e-01,1.399999999999987921e-01,nan
nan,-2.099999999999990763e-02,-4.199999999999981526e-02,nan
nan,6.099999999999994316e-02,5.625000000000017764e-01,nan
nan,6.099999999999994316e-02,-4.495000000000004547e-01,nan
nan,7.599999999999962341e-02,-7.944999999999993179e-01,nan
nan,3.600000000000047606e-02,-5.954999999999976978e-01,nan
nan,1.050000000000004263e-01,-7.750000000000056843e-02,nan
nan,2.599999999999980105e-02,-3.899999999999792522e-02,nan
nan,1.289999999999995595e-01,2.729999999999996874e-01,nan
nan,-4.600000000000026290e-02,-8.499999999999907629e-02,nan
nan,1.900000000000012790e-02,-2.614999999999998437e-01,nan
nan,-6.400000000000005684e-02,-1.029999999999997584e-01,nan
nan,-1.319999999999996732e-01,-9.474999999999980105e-01,nan
nan,-1.019999999999994245e-01,-3.910000000000000142e-01,nan
nan,-6.999999999999673150e-03,4.230000000000018190e-01,nan
nan,-1.340000000000003411e-01,5.775000000000005684e-01,nan
nan,1.500000000000003553e-01,5.720000000000009521e-01,nan
nan,1.739999999999994884e-01,2.000000000000028422e-01,nan
nan,5.600000000000004974e-02,1.050000000000039790e-02,nan
nan,1.759999999999992681e-01,-1.174999999999997158e-01,nan
nan,-6.290000000000004476e-01,-1.464999999999996305e-01,nan
nan,-6.099999999999994316e-02,-6.650000000000133582e-02,nan
nan,-2.520000000000006679e-01,-3.099999999999987210e-01,nan
nan,2.720000000000002416e-01,-2.044999999999994600e-01,nan
nan,2.910000000000003695e-01,-2.394999999999996021e-01,nan
nan,7.600000000000051159e-02,1.049999999999862155e-02,nan
nan,-1.610000000000004761e-01,3.719999999999998863e-01,nan
nan,2.789999999999999147e-01,2.885000000000008669e-01,nan
nan,1.700000000000034817e-02,1.735000000000006537e-01,nan
nan,2.700000000000013500e-02,7.549999999999990052e-02,nan
nan,1.509999999999998010e-01,8.950000000000102318e-02,nan
nan,-1.900000000000003908e-01,3.964999999999996305e-01,nan
nan,-1.499999999999994671e-01,-2.439999999999997726e-01,nan
nan,-2.000000000000046185e-02,-4.629999999999991900e-01,nan
nan,-3.250000000000001776e-01,1.900000000000012790e-02,nan
nan,-2.319999999999993179e-01,5.179999999999989058e-01,nan
nan,-1.210000000000004405e-01,4.995000000000011653e-01,nan
nan,-4.800000000000004263e-02,2.035000000000017906e-01,nan
nan,-1.150000000000002132e-01,-8.320000000000007390e-01,nan
nan,-2.789999999999999147e-01,-6.270000000000006679e-01,nan
nan,-7.600000000000051159e-02,2.035000000000017906e-01,nan
nan,-2.169999999999996376e-01,9.535000000000000142e-01,nan
nan,-2.419999999999999929e-01,4.740000000000001990e-01,nan
nan,-1.135999999999999899e+00,-9.800000000000252953e-02,nan
nan,1.895000000000000018e+00,3.055000000000021032e-01,nan
nan,-3.969999999999997975e-01,-6.250000000000000000e-02,nan
nan,-2.949999999999999289e-01,7.115000000000009095e-01,nan
nan,-2.059999999999999609e-01,2.910000000000003695e-01,nan
nan,-1.200000000000001066e-01,-1.049999999999862155e-02,nan
nan,-2.169999999999998597e-01,-1.255499999999999616e+00,nan
nan,-1.679999999999999272e-01,4.299999999999997158e-01,nan
nan,-1.229999999999999982e-01,-6.850000000000022737e-02,nan
nan,-1.009999999999999787e-01,4.134999999999990905e-01,nan
nan,-1.489999999999999103e-01,1.012500000000002842e+00,nan
nan,9.600000000000008527e-02,1.749999999999829470e-02,nan
nan,2.430000000000001048e-01,1.520000000000010232e-01,nan
nan,5.570000000000001616e-01,-7.515000000000000568e-01,nan
nan,2.850000000000001421e-01,-5.824999999999995737e-01,nan
nan,4.899999999999997691e-01,1.809999999999991616e-01,nan
nan,-4.000000000000003553e-03,2.118999999999999773e+00,nan
nan,-2.330000000000000959e-01,1.798000000000001819e+00,nan
nan,4.000000000000003553e-03,-1.439999999999997726e+00,nan
nan,3.050000000000001599e-01,-4.705000000000012506e-01,nan
nan,5.230000000000001315e-01,2.500000000000000000e-01,nan
nan,6.070000000000002061e-01,-1.060000000000002274e+00,nan
nan,1.000999999999999446e+00,2.500000000000000000e-01,nan
nan,2.019999999999999574e-01,8.150000000000190425e-02,nan
nan,2.000000000000010658e-01,-1.004500000000000171e+00,nan
nan,7.000000000000028422e-02,-1.499999999998280487e-03,nan
nan,3.500000000000014211e-02,1.326499999999999346e+00,nan
nan,5.499999999999971578e-02,-6.464999999999996305e-01,nan
nan,-1.929999999999996163e-01,9.340000000000010516e-01,nan
nan,-2.199999999999988631e-01,5.799999999999982947e-02,nan
nan,1.270000000000006679e-01,-6.440000000000019043e-01,nan
nan,1.250000000000000000e-01,-2.095000000000020179e-01,nan
nan,2.299999999999968736e-02,1.625000000000014211e-01,nan
nan,-1.020000000000003126e-01,7.749999999999701572e-02,nan
nan,-1.369999999999986784e-01,4.094999999999977547e-01,nan
nan,-9.199999999999874944e-02,3.190000000000026148e-01,nan
nan,6.400000000000005684e-02,-8.729999999999975557e-01,nan
nan,3.299999999999947420e-02,1.500000000000021316e-01,nan
nan,1.399999999999934630e-02,3.045000000000044338e-01,nan
nan,-1.140000000000007674e-01,-1.559999999999988063e-01,nan
nan,-6.899999999999995026e-02,-1.449999999999818101e-02,nan
nan,-7.399999999999984368e-02,6.550000000000011369e-02,nan
nan,-6.599999999999983658e-02,-5.019999999999988916e-01,nan
nan,-1.279999999999992255e-01,-9.999999999976694198e-04,nan
nan,-7.399999999999984368e-02,-1.179999999999949978e-01,nan
nan,-9.400000000000030553e-02,-1.390000000000028990e-01,nan
nan,-1.059999999999998721e-01,-3.330000000000019611e-01,nan
nan,-1.490000000000000213e-01,-1.110000000000042064e-01,nan
nan,5.499999999999971578e-02,4.500000000000170530e-03,nan
nan,4.919999999999999929e-01,-6.020000000000003126e-01,nan
nan,-1.799999999999997158e-01,-1.204999999999980531e-01,nan
nan,-2.999999999999936051e-02,-1.204999999999998295e-01,nan
nan,-4.239999999999994884e-01,6.225000000000022737e-01,nan
nan,-5.299999999999993605e-02,3.694999999999986073e-01,nan
nan,7.299999999999950973e-02,-5.819999999999971863e-01,nan
nan,-5.100000000000015632e-02,-1.326500000000001123e+00,nan
nan,-2.119999999999997442e-01,-4.675000000000011369e-01,nan
nan,-5.940000000000003055e-01,3.449999999999988631e-01,nan
nan,8.239999999999998437e-01,8.064999999999997726e-01,nan
nan,4.319999999999994955e-01,-2.475000000000022737e-01,nan
nan,5.569999999999994955e-01,3.500000000000014211e-02,nan
nan,-1.979999999999995097e-01,-3.149999999999995026e-01,nan
nan,-6.740000000000003766e-01,8.900000000000218847e-02,nan
nan,-1.600000000000001421e-02,-2.759999999999998010e-01,nan
nan,-3.869999999999995666e-01,-2.320000000000010942e-01,nan
nan,1.156000000000000583e+00,-5.925000000000011369e-01,nan
nan,-2.450000000000001066e-01,-3.840000000000003411e-01,nan
nan,1.000000000000333955e-03,-8.620000000000018758e-01,nan
nan,7.599999999999962341e-02,1.920000000000001705e-01,nan
nan,3.000000000000024869e-02,-8.800000000000096634e-02,nan
nan,1.760000000000001563e-01,-2.350000000000029843e-02,nan
nan,-3.899999999999970157e-02,-2.814999999999994174e-01,nan
nan,-9.799999999999986500e-02,1.560000000000005826e-01,nan
nan,-1.609999999999995879e-01,2.699999999999995737e-01,nan
nan,-1.730000000000000426e-01,2.350000000000012079e-01,nan
nan,-2.539999999999995595e-01,1.210000000000022169e-01,nan
nan,-1.879999999999997229e-01,-5.035000000000007248e-01,nan
nan,-2.249999999999996447e-01,-8.700000000000152056e-02,nan
nan,-2.189999999999994174e-01,-4.954999999999998295e-01,nan
nan,-2.860000000000004761e-01,-3.594999999999997087e-01,nan
nan,-2.799999999999998046e-01,-3.255000000000007887e-01,nan
nan,6.000000000000005329e-02,-6.940000000000008384e-01,nan
nan,5.419999999999998153e-01,-2.010000000000005116e-01,nan
nan,4.400000000000003908e-01,3.900000000000058975e-02,nan
nan,6.400000000000005684e-02,6.800000000000006040e-02,nan
nan,-1.089999999999999858e-01,2.065000000000001279e-01,nan
nan,2.249999999999996447e-01,9.849999999999958789e-02,nan
nan,-1.629999999999993676e-01,-3.809999999999993392e-01,nan
nan,-2.549999999999998934e-01,2.699999999999924682e-02,nan
nan,8.600000000000029843e-02,4.734999999999995879e-01,nan
nan,4.410000000000007248e-01,3.760000000000003340e-01,nan
nan,1.160000000000005471e-01,2.164999999999999147e-01,nan
nan,3.229999999999995097e-01,1.404999999999994031e-01,nan
nan,-5.299999999999993605e-02,8.950000000000013500e-02,nan
nan,-5.549999999999997158e-01,-1.765000000000007674e-01,nan
nan,-8.300000000000018474e-02,8.399999999999963052e-02,nan
nan,8.000000000000007105e-02,7.899999999999973710e-02,nan
nan,-1.100000000000012079e-02,3.425000000000011369e-01,nan
nan,-1.280000000000001137e-01,-6.300000000000061107e-02,nan
nan,7.500000000000017764e-02,-7.374999999999998224e-01,nan
nan,-1.290000000000004476e-01,-5.329999999999994742e-01,nan
nan,3.500000000000014211e-02,3.000000000001001865e-03,nan
nan,-2.500000000000035527e-02,8.360000000000002984e-01,nan
nan,1.440000000000001279e-01,-3.660000000000005471e-01,nan
nan,7.299999999999950973e-02,-2.744999999999997442e-01,nan
nan,2.600000000000068923e-02,-3.990000000000000213e-01,nan
nan,-8.000000000000007105e-02,3.755000000000006111e-01,nan
nan,-1.819999999999994955e-01,3.349999999999990763e-01,nan
nan,-4.000000000000003553e-02,9.364999999999996660e-01,nan
nan,-9.900000000000019895e-02,-3.000000000000113687e-02,nan
nan,-1.639999999999997016e-01,4.230000000000000426e-01,nan
nan,-3.399999999999980815e-02,-4.150000000000009237e-01,nan
nan,8.999999999999985789e-02,2.249999999999907629e-02,nan
